0.000000000000000000e+00,5.205196267410022726e-01,-3.203103842200857088e+00
5.000500050005000528e-04,6.608694581528168355e-01,-3.219081237102619397e+00
1.000100010001000106e-03,7.430167532717049106e-01,-2.785764327717265676e+00
1.500150015001500050e-03,6.662832150173941814e-01,-3.022720388816556802e+00
2.000200020002000211e-03,6.966378139997022600e-01,-3.161997897792052648e+00
2.500250025002500372e-03,5.938065989499879960e-01,-2.931135215008215056e+00
3.000300030003000100e-03,7.175245481833697481e-02,-3.071018523408187928e+00
3.500350035003500261e-03,2.120134785924662757e-01,-3.133405939294809261e+00
4.000400040004000422e-03,4.864238875808138407e-01,-2.971108755435288185e+00
4.500450045004500584e-03,4.616890723171048205e-01,-3.098102191820173434e+00
5.000500050005000745e-03,5.593773156993223639e-01,-2.918496905695943333e+00
5.500550055005500906e-03,5.034021077460583138e-01,-3.039569888247906970e+00
6.000600060006000200e-03,2.247389629012113144e-01,-3.000327617289504811e+00
6.500650065006500361e-03,-2.267257417560425425e-02,-2.795528445436328280e+00
7.000700070007000522e-03,2.276227174746991155e-01,-2.798160875205887965e+00
7.500750075007500683e-03,5.170959555122652818e-01,-2.787947697560820171e+00
8.000800080008000845e-03,2.965407120550694886e-01,-2.998859447307561155e+00
8.500850085008501006e-03,2.659483739705114091e-01,-2.592550527282372563e+00
9.000900090009001167e-03,-1.805801028778327710e-01,-2.743806723165031158e+00
9.500950095009501328e-03,1.911470054883147307e-01,-2.881376447693392073e+00
1.000100010001000149e-02,4.475612593885835433e-01,-2.675309987634044262e+00
1.050105010501050165e-02,5.465584400889940131e-01,-2.645924612027770628e+00
1.100110011001100181e-02,6.030491364066276061e-02,-2.720883873046862966e+00
1.150115011501150197e-02,2.445845041061601444e-01,-2.481327221820239348e+00
1.200120012001200040e-02,3.132852784920573952e-01,-2.694450894108482597e+00
1.250125012501250056e-02,2.590063809797166217e-01,-2.606266724529735512e+00
1.300130013001300072e-02,6.177899506878711811e-02,-2.863442402097459816e+00
1.350135013501350088e-02,2.586134872759583425e-01,-2.830629713940797654e+00
1.400140014001400104e-02,5.278414983833839419e-02,-2.689453357191776028e+00
1.450145014501450121e-02,-5.725105504382325960e-02,-2.700158709560167569e+00
1.500150015001500137e-02,1.327932736936235092e-01,-2.797521048401650390e+00
1.550155015501550153e-02,1.753788528631101129e-01,-2.599217406522551510e+00
1.600160016001600169e-02,-1.242283026583055755e-01,-2.687994674490276736e+00
1.650165016501650012e-02,9.727846324702008052e-02,-2.454696981762827246e+00
1.700170017001700201e-02,-3.514316308113948351e-01,-2.236577270434370046e+00
1.750175017501750044e-02,-6.275620572621902482e-02,-2.248064035822261886e+00
1.800180018001800233e-02,-2.775109238619263841e-01,-2.663849984324242470e+00
1.850185018501850076e-02,-4.843769187695578515e-01,-2.565327557608517051e+00
1.900190019001900266e-02,-1.883034648249300169e-01,-2.407267673708415767e+00
1.950195019501950108e-02,3.560700713061920597e-01,-2.109737353582095576e+00
2.000200020002000298e-02,-2.914162928633614591e-01,-2.307445731990336757e+00
2.050205020502050141e-02,-2.405804706087509293e-01,-2.187383896124340588e+00
2.100210021002100330e-02,-2.239924223167455430e-01,-2.141545510619050852e+00
2.150215021502150173e-02,-1.576169139056924906e-01,-2.164662571884737208e+00
2.200220022002200362e-02,-3.406193157576672403e-01,-2.239649930629640906e+00
2.250225022502250205e-02,-4.740666186979539676e-01,-2.201448470356373033e+00
2.300230023002300395e-02,-3.318952662568263046e-01,-2.157678149562221481e+00
2.350235023502350237e-02,-5.485431223746234375e-01,-2.101282075966897533e+00
2.400240024002400080e-02,-3.808934462668089882e-01,-1.777597278336062736e+00
2.450245024502450270e-02,-5.656413740688140956e-01,-1.826594315416177894e+00
2.500250025002500112e-02,-3.227521774490535456e-01,-1.758401508115716938e+00
2.550255025502550302e-02,-7.725428572869346144e-01,-1.906626413842005263e+00
2.600260026002600144e-02,-1.037050986197150415e+00,-1.764348688579540081e+00
2.650265026502650334e-02,-9.209056524888054041e-01,-1.848138015671710876e+00
2.700270027002700177e-02,-1.137088493411477330e+00,-1.639366147855830125e+00
2.750275027502750366e-02,-6.344807611037130979e-01,-1.555412642870848572e+00
2.800280028002800209e-02,-1.019316560336154920e+00,-1.008420353820141946e+00
2.850285028502850398e-02,-8.824783637265053438e-01,-1.474062554637876499e+00
2.900290029002900241e-02,-9.585103527898407583e-01,-1.548546098055494591e+00
2.950295029502950431e-02,-1.089429939995850916e+00,-1.365755498578641536e+00
3.000300030003000273e-02,-1.164783652781025580e+00,-1.312507666716196564e+00
3.050305030503050463e-02,-1.322178113773636365e+00,-1.523940438398318387e+00
3.100310031003100306e-02,-1.439389271124317915e+00,-1.490847883682462571e+00
3.150315031503150148e-02,-1.244157149664700146e+00,-1.366209638400386339e+00
3.200320032003200338e-02,-1.311868840917396861e+00,-1.202451697187431945e+00
3.250325032503250527e-02,-1.395786178021839907e+00,-9.701081776846636195e-01
3.300330033003300023e-02,-1.478515384705390012e+00,-9.888098513376225585e-01
